timeStamp,elapsed,label,responseCode,threadName,success,bytes,sentBytes,URL,Latency
1548427821736,1700,HTTP Request big1,200,Thread Group traccia1 misto 1-13,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427822948,615,HTTP Request medium1,200,Thread Group traccia1 misto 1-29,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427823650,9,HTTP Request small1,200,Thread Group traccia1 misto 1-2,true,25314,129,http://raspberrypi.local/small1.html,4
1548427823211,605,HTTP Request medium1,200,Thread Group traccia1 misto 1-6,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427823962,106,HTTP Request small2,200,Thread Group traccia1 misto 1-4,true,100309,129,http://raspberrypi.local/small2.html,5
1548427824137,10,HTTP Request small1,200,Thread Group traccia1 misto 1-22,true,25314,129,http://raspberrypi.local/small1.html,5
1548427823129,1188,HTTP Request medium2,200,Thread Group traccia1 misto 1-28,true,1018167,130,http://raspberrypi.local/medium2.html,3
1548427822138,2200,HTTP Request big1,200,Thread Group traccia1 misto 1-5,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427822330,2171,HTTP Request big1,200,Thread Group traccia1 misto 1-16,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427822418,2107,HTTP Request big1,200,Thread Group traccia1 misto 1-25,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427824772,18,HTTP Request small1,200,Thread Group traccia1 misto 1-20,true,25314,129,http://raspberrypi.local/small1.html,4
1548427823470,1476,HTTP Request big1,200,Thread Group traccia1 misto 1-27,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427823436,1516,HTTP Request big1,200,Thread Group traccia1 misto 1-7,true,2035951,127,http://raspberrypi.local/big1.html,5
1548427824951,268,HTTP Request medium1,200,Thread Group traccia1 misto 1-34,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427824967,417,HTTP Request medium2,200,Thread Group traccia1 misto 1-33,true,1018167,130,http://raspberrypi.local/medium2.html,11
1548427824687,781,HTTP Request big1,200,Thread Group traccia1 misto 1-30,true,2035951,127,http://raspberrypi.local/big1.html,5
1548427825912,48,HTTP Request small2,200,Thread Group traccia1 misto 1-8,true,100309,129,http://raspberrypi.local/small2.html,4
1548427826021,26,HTTP Request small1,200,Thread Group traccia1 misto 1-23,true,25314,129,http://raspberrypi.local/small1.html,4
1548427826063,25,HTTP Request small1,200,Thread Group traccia1 misto 1-32,true,25314,129,http://raspberrypi.local/small1.html,4
